"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.249746167E0,1.132887215E0,-6.355315304E0,2.060871973E1,2.159612916E1
1.259799167E0,8.191547133E-1,-4.960464349E0,2.010516921E1,2.072426235E1
1.269852167E0,8.572871840E-1,-2.317344095E0,1.902546213E1,1.918523480E1
1.279905167E0,3.466189239E-1,4.303236432E-1,1.770302309E1,1.771164447E1
1.289958167E0,-6.085795938E-1,3.389609864E0,1.516811711E1,1.555415060E1
1.300011167E0,-1.279056058E0,5.899397374E0,1.164077959E1,1.311284192E1
1.310064167E0,-2.022148582E0,7.606605420E0,8.045360602E0,1.125510365E1
1.320117167E0,-2.150184771E0,9.464180464E0,4.748963542E0,1.080493689E1
1.330170167E0,-1.500276107E0,1.121709035E1,3.415306038E-1,1.132212822E1
1.340223167E0,-8.348327065E-1,1.168747429E1,-3.728679374E0,1.229622099E1
1.350276167E0,2.226788559E-1,1.112846878E1,-6.797323292E0,1.304208600E1
1.360329167E0,1.709648527E0,1.042152169E1,-9.220811162E0,1.401978498E1
1.370382167E0,2.553286117E0,9.646965010E0,-1.134629276E1,1.511031315E1
1.380435167E0,2.655470596E0,7.654882371E0,-1.285149237E1,1.519241931E1
1.390488167E0,1.872583969E0,5.019487898E0,-1.405847813E1,1.504468800E1
1.400541167E0,1.073518534E0,2.401056489E0,-1.387639818E1,1.412345357E1
1.410593167E0,1.769258114E0,3.896280456E-1,-1.262330595E1,1.275264433E1
1.420646167E0,2.622216604E0,-8.601129971E-1,-1.117093243E1,1.150676086E1
1.430699167E0,2.228674140E0,-1.490340372E0,-9.548954566E0,9.918197222E0
1.440752167E0,1.747351228E0,-1.702236597E0,-8.317011716E0,8.667383090E0
1.450805167E0,9.860703546E-1,-1.806787590E0,-7.357071399E0,7.639588713E0
1.460858167E0,4.224730253E-1,-2.166022101E0,-7.031678526E0,7.369846545E0
1.470911167E0,1.152079824E0,-2.317323191E0,-7.049825944E0,7.509814947E0
1.480964167E0,7.833720924E-1,-2.498314981E0,-7.426824589E0,7.874831621E0
1.491017167E0,5.238942964E-1,-2.297628161E0,-7.446065437E0,7.810086484E0
1.501070167E0,9.800971314E-1,-2.390367925E0,-7.354679303E0,7.795239371E0
1.511123167E0,1.358300010E0,-2.789920011E0,-7.398871974E0,8.023212516E0
1.521176167E0,8.675613266E-1,-2.644659972E0,-7.789141459E0,8.271494043E0
1.531229167E0,8.910416982E-1,-1.662582096E0,-8.076186538E0,8.293547102E0
1.541282167E0,2.037571929E0,-8.670518880E-1,-9.459053625E0,9.714791497E0
1.551335167E0,2.015547515E0,-1.062426220E0,-7.349417979E0,7.694486720E0
1.561391375E0,2.549346263E0,-1.166501835E0,-5.593523092E0,6.256787792E0
1.571444375E0,2.934062063E0,-8.516085143E-1,-5.723508450E0,6.487873783E0
1.581497375E0,2.747585000E0,-4.374816585E-1,-6.247744662E0,6.839219758E0
1.591550375E0,2.759375326E0,1.564776304E-1,-6.833478380E0,7.371232205E0
1.601603375E0,3.169190884E0,6.363799614E-1,-7.196309221E0,7.888955363E0
1.611656375E0,3.457566496E0,5.272428507E-1,-6.038250035E0,6.978052349E0
1.621709375E0,2.962084259E0,1.164348744E-2,-3.886327325E0,4.886473044E0
1.631762375E0,2.009603381E0,-4.757584092E-1,-1.997770225E0,2.873314756E0
1.641815375E0,1.834946757E0,-7.897131054E-1,1.027327724E0,2.246347845E0
1.651868375E0,2.923045324E0,-8.390950343E-1,5.821284420E0,6.567771825E0
1.661921375E0,4.164882832E0,-9.636848742E-1,1.241165545E1,1.312722852E1
1.671973375E0,4.213746259E0,7.409154595E-1,1.856600313E1,1.905258737E1
1.682026375E0,3.008505304E0,3.441743054E0,2.053027348E1,2.103304136E1
1.692079375E0,-1.582092834E-1,2.446988561E0,2.017602577E1,2.032448767E1
1.702132375E0,-4.284489674E0,-1.414244854E0,2.122668856E1,2.170090430E1
1.712185375E0,-5.305081113E0,-3.312233659E0,2.186720660E1,2.274399925E1
1.722238375E0,-6.491596944E0,-5.813490082E0,1.773896944E1,1.976381882E1
