"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.090113833E0,-4.220302449E-1,4.255077302E-1,-3.765491398E-1,7.077821775E-1
2.100167833E0,-7.728995830E-2,-1.792768013E-1,-4.299340725E-1,4.721834557E-1
2.110222833E0,1.722727141E-1,-3.826698589E-1,-2.821901357E-1,5.057127462E-1
2.120276833E0,3.113075155E-1,-3.262097293E-1,8.998543292E-2,4.598070626E-1
2.130330833E0,4.408433689E-1,-2.252932191E-1,4.820481129E-1,6.909922529E-1
2.140385833E0,4.817526823E-1,-6.857556045E-2,8.268850248E-1,9.594410345E-1
2.150439833E0,5.665457878E-1,-2.897470772E-2,1.033677946E0,1.179111428E0
2.160493833E0,5.655704722E-1,1.025987542E-1,1.108064908E0,1.248280539E0
2.170548833E0,4.827553336E-1,1.772905022E-1,1.019036518E0,1.141455237E0
2.180602833E0,3.634553236E-1,2.788121992E-1,8.202382024E-1,9.394821570E-1
2.190656833E0,2.571546972E-1,3.198795336E-1,6.287955379E-1,7.508896609E-1
2.200711833E0,2.845825240E-2,4.163767183E-1,4.856555526E-1,6.403442507E-1
2.210765833E0,-3.018481824E-1,6.351982391E-1,2.753219962E-1,7.552425635E-1
2.220819958E0,-4.734883739E-1,7.186567175E-1,3.603741333E-2,8.613694986E-1
2.230874958E0,-4.891868323E-1,4.563991553E-1,-1.174192531E-1,6.792578500E-1
2.240928958E0,-5.173000990E-1,3.054965526E-1,-1.182492654E-1,6.122992935E-1
2.250982958E0,-7.171174380E-1,2.446410710E-1,-4.976448298E-2,7.593307430E-1
2.261037958E0,-8.719166252E-1,1.250614178E-1,1.582139611E-2,8.809819953E-1
2.271091958E0,-9.921896119E-1,-6.317916512E-3,9.280715302E-2,9.965406714E-1
2.281145958E0,-1.092276110E0,-9.961258113E-2,2.214738178E-1,1.118946120E0
2.291200958E0,-1.135566556E0,-1.092055231E-1,3.780132826E-1,1.201803349E0
2.301254958E0,-1.099327852E0,-9.341745615E-2,4.559999366E-1,1.193810910E0
2.311308958E0,-1.070744469E0,-2.837127507E-1,4.200046232E-1,1.184647849E0
2.321363958E0,-8.861516717E-1,-3.084026188E-1,4.910854232E-1,1.059028731E0
2.331417958E0,-7.630179347E-1,-1.360524291E-1,7.059388773E-1,1.048358875E0
2.341471958E0,-8.788791972E-1,2.704337239E-3,8.829764874E-1,1.245826406E0
2.351526958E0,-1.120273163E0,3.181645453E-1,1.113335442E0,1.611135141E0
2.361580958E0,-1.332997500E0,6.776537025E-1,1.495402160E0,2.114787104E0
2.371634958E0,-1.336353071E0,8.594991857E-1,1.913716207E0,2.487345594E0
2.381689958E0,-1.157516711E0,9.918824869E-1,2.200049973E0,2.676545476E0
2.391743958E0,-7.017316595E-1,8.322382969E-1,1.761477516E0,2.070712666E0
2.401797958E0,-6.113103166E-2,1.173302293E-1,6.419447565E-1,6.554360809E-1
2.411852958E0,5.573232669E-1,-5.210120577E-1,-1.770802948E-1,7.832114777E-1
2.421906958E0,1.208262210E0,-7.634393728E-1,-4.498523203E-1,1.498367230E0
2.431960958E0,1.602171880E0,-1.002150782E0,-4.570835719E-1,1.944270124E0
2.442015958E0,1.797213652E0,-1.105827178E0,-3.453339252E-1,2.138243713E0
2.452069958E0,2.067048036E0,-1.050194430E0,-1.717175210E-1,2.324883401E0
2.462123958E0,2.454554127E0,-1.054955817E0,9.748214811E-2,2.673437957E0
2.472178958E0,2.654591175E0,-1.202142515E0,3.293069994E-1,2.932651366E0
2.482232958E0,2.734115939E0,-1.297451545E0,5.370536014E-1,3.073629296E0
2.492286958E0,2.806333438E0,-1.015231588E0,7.786924195E-1,3.084244547E0
2.502341958E0,2.725305939E0,-6.913613302E-1,1.000193135E0,2.984235121E0
2.512395958E0,2.394446358E0,-4.500999498E-1,1.237252121E0,2.732536576E0
2.522449958E0,1.945933050E0,-2.823608744E-1,1.358758139E0,2.390106019E0
2.532504958E0,1.451051030E0,-2.178637469E-1,1.338471078E0,1.986081199E0
2.542558958E0,1.024929049E0,-2.677668089E-1,1.188404481E0,1.592006229E0
2.552612958E0,7.777485327E-1,-3.220143521E-1,1.089768678E0,1.377019170E0
2.562667958E0,5.703688435E-1,-2.130947578E-1,1.050580931E0,1.214269445E0
2.572721958E0,3.248382649E-1,1.190463871E-1,9.811490455E-1,1.040358299E0
2.582775958E0,-5.669431061E-2,3.805905890E-1,8.660183926E-1,9.476556852E-1
2.592830958E0,-5.058991979E-1,6.180173653E-1,7.329341564E-1,1.084007352E0
2.602884958E0,-8.715391874E-1,5.168845081E-1,2.877318344E-1,1.053346932E0
2.612938958E0,-1.120799997E0,4.188705558E-1,-1.510101914E-1,1.206005495E0
2.622993958E0,-1.207000528E0,6.268788207E-1,-4.108850133E-1,1.420793378E0
2.633047958E0,-1.129013143E0,6.254351431E-1,-5.329010551E-1,1.396360745E0
2.643101958E0,-1.049969750E0,5.412539488E-1,-6.807081418E-1,1.363361980E0
2.653156958E0,-1.092097185E0,5.083469886E-1,-6.715363455E-1,1.379149733E0
2.663210958E0,-1.092194103E0,6.560225129E-1,-5.748773392E-1,1.397761586E0
2.673264958E0,-1.011972643E0,9.104395437E-1,-4.859680863E-1,1.445390526E0
2.683319958E0,-8.178684720E-1,1.028046346E0,-4.809159458E-1,1.398952563E0
2.693373958E0,-5.727442749E-1,9.058401239E-1,-6.049003065E-1,1.230644837E0
2.703427958E0,-3.322162816E-1,6.192388487E-1,-7.210879898E-1,1.006872533E0
2.713482958E0,-3.067452255E-1,4.535334349E-1,-5.669273186E-1,7.881572143E-1
2.723536958E0,-2.456846528E-1,5.992133045E-1,-2.671135287E-1,7.005477644E-1
2.733590958E0,-2.078784567E-1,9.123954374E-1,-1.943760663E-3,9.357791754E-1
2.743644958E0,9.647423431E-2,1.533946275E0,4.832226723E-2,1.537736484E0
2.753699958E0,5.913232179E-1,1.820074511E0,-1.379124284E-2,1.913772340E0
2.763753958E0,1.133103855E0,1.697808062E0,-3.283898637E-2,2.041459027E0
2.773807958E0,1.399191782E0,1.162921731E0,-6.431805655E-2,1.820511304E0
2.783862958E0,1.262511069E0,4.676456898E-1,4.615792036E-2,1.347129261E0
2.793916958E0,7.823274873E-1,-2.438055038E-1,3.783041815E-1,9.025472148E-1
2.803970958E0,3.048039499E-1,-8.469516456E-1,8.963841529E-1,1.270329519E0
2.814025958E0,2.191521809E-1,-1.375955093E0,1.398322008E0,1.973976833E0
2.824079958E0,1.665417118E-1,-1.881925188E0,1.772137721E0,2.590337943E0
2.834133958E0,1.267765523E-1,-2.165393525E0,1.800012860E0,2.818696101E0
2.844188958E0,-3.226902902E-2,-2.106517911E0,1.600194790E0,2.645577889E0
2.854242958E0,-2.879901351E-1,-1.829465139E0,1.701243886E0,2.514778672E0
2.864296958E0,-7.163869746E-1,-1.152325991E0,1.986664170E0,2.405805481E0
2.874351958E0,-9.471262904E-1,-3.162770641E-1,1.947436223E0,2.188512562E0
2.884405958E0,-7.963023327E-1,1.792159903E-1,1.499577072E0,1.707321637E0
2.894459958E0,-4.750520656E-1,2.490633202E-1,9.774733396E-1,1.114971359E0
2.904514958E0,-1.172745346E-1,1.515305936E-2,4.397454080E-1,4.553668362E-1
2.914568958E0,1.042210642E-1,-3.904741377E-1,1.253856459E-1,4.231473060E-1
2.924622958E0,2.246779458E-1,-6.271384370E-1,1.491803053E-1,6.826694383E-1
2.934677958E0,2.836294279E-1,-6.133811080E-1,3.497479883E-1,7.609242350E-1
2.944731958E0,3.249218801E-1,-4.643852824E-1,5.512952261E-1,7.906670253E-1
2.954785958E0,4.985205965E-1,-3.105783677E-1,5.586850834E-1,8.106236673E-1
2.964840958E0,6.345636700E-1,-3.105859691E-1,5.268985958E-1,8.813380882E-1
2.974894958E0,7.038999532E-1,-3.677091730E-1,4.865962234E-1,9.313758987E-1
2.984948958E0,6.969308031E-1,-3.483168823E-1,4.490228927E-1,8.992545540E-1
2.995003958E0,6.102585487E-1,-2.413444108E-1,4.567821479E-1,7.995702293E-1
3.005057958E0,5.746389189E-1,-1.563311577E-1,4.404345024E-1,7.406968806E-1
3.015111958E0,5.508553693E-1,-1.996525937E-1,3.732206123E-1,6.946916017E-1
3.025166958E0,4.974564032E-1,-2.194682229E-1,3.355681980E-1,6.389328521E-1
3.035220958E0,4.212934957E-1,-1.186411750E-1,3.584847517E-1,5.657519379E-1
3.045274958E0,6.665657736E-1,8.625303823E-1,-8.907502145E-3,1.090113726E0
3.055329958E0,9.918544203E-1,1.746521800E0,-1.856115286E-1,2.017068474E0
3.065383958E0,-1.557084292E-1,7.917217702E-1,-1.148204581E-1,8.150166955E-1
3.075437958E0,-8.439954396E-1,4.143921733E-3,-8.787210301E-2,8.485676052E-1
3.085492958E0,-3.793179426E-1,7.498644769E-2,-2.318646124E-1,4.508506043E-1
3.095546958E0,-2.039929819E-1,-2.433190155E-1,-2.147505431E-1,3.833211131E-1
3.105600958E0,-3.997184394E-1,-5.465684831E-1,1.104691064E-1,6.860869923E-1
3.115655958E0,-5.519965996E-1,-1.512721467E-1,4.124356949E-1,7.054691423E-1
